batter,bowling_type,phase,balls_faced,runs_scored,dismissals,boundaries,strike_rate,balls_per_dismissal,dismissal_pct,boundary_pct,sufficient_sample
Salman Butt,Pace,death,2,4,1,1,200.0,2.0,50.0,50.0,False
Salman Butt,Pace,middle,36,46,2,6,127.78,18.0,5.56,16.67,True
Salman Butt,Pace,powerplay,98,104,4,19,106.12,24.5,4.08,19.39,True
Salman Butt,Spin,death,4,12,0,3,300.0,,0.0,75.0,False
Salman Butt,Spin,middle,21,27,0,3,128.57,,0.0,14.29,False
Sameer Rizvi,Pace,death,52,98,4,14,188.46,13.0,7.69,26.92,True
Sameer Rizvi,Pace,middle,110,165,2,22,150.0,55.0,1.82,20.0,True
Sameer Rizvi,Pace,powerplay,25,16,2,3,64.0,12.5,8.0,12.0,False
Sameer Rizvi,Spin,death,11,31,1,4,281.82,11.0,9.09,36.36,False
Sameer Rizvi,Spin,middle,79,99,4,12,125.32,19.8,5.06,15.19,True
Sameer Rizvi,Spin,powerplay,7,2,1,0,28.57,7.0,14.29,0.0,False
Sameer Rizvi,Unknown,death,2,2,0,0,100.0,,0.0,0.0,False
Sameer Rizvi,Unknown,middle,7,11,0,1,157.14,,0.0,14.29,False
Sandeep Sharma,Pace,death,56,44,4,3,78.57,14.0,7.14,5.36,True
Sandeep Sharma,Pace,middle,6,2,0,0,33.33,,0.0,0.0,False
Sandeep Sharma,Spin,death,4,4,0,0,100.0,,0.0,0.0,False
Sandeep Sharma,Spin,middle,9,10,1,1,111.11,9.0,11.11,11.11,False
Sanvir Singh,Pace,death,10,12,0,1,120.0,,0.0,10.0,False
Sanvir Singh,Pace,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
Sanvir Singh,Pace,powerplay,4,6,0,1,150.0,,0.0,25.0,False
Sanvir Singh,Spin,death,4,6,0,1,150.0,,0.0,25.0,False
Sanvir Singh,Spin,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
Sanvir Singh,Spin,powerplay,1,1,0,0,100.0,,0.0,0.0,False
Saurav Chauhan,Pace,death,9,10,1,1,111.11,9.0,11.11,11.11,False
Saurav Chauhan,Pace,middle,2,1,1,0,50.0,2.0,50.0,0.0,False
Saurav Chauhan,Spin,death,4,7,1,1,175.0,4.0,25.0,25.0,False
Sediqullah Atal,Pace,middle,10,19,0,2,190.0,,0.0,20.0,False
Sediqullah Atal,Spin,middle,6,3,1,0,50.0,6.0,16.67,0.0,False
Shahbaz Ahmed,Pace,death,168,254,14,31,151.19,12.0,8.33,18.45,True
Shahbaz Ahmed,Pace,middle,111,147,2,16,132.43,55.5,1.8,14.41,True
Shahbaz Ahmed,Pace,powerplay,18,11,2,0,61.11,9.0,11.11,0.0,False
Shahbaz Ahmed,Spin,death,46,61,5,6,132.61,9.2,10.87,13.04,True
Shahbaz Ahmed,Spin,middle,138,120,4,7,86.96,34.5,2.9,5.07,True
Shahbaz Ahmed,Spin,powerplay,8,10,1,1,125.0,8.0,12.5,12.5,False
Shahid Afridi,Pace,death,9,22,2,4,244.44,4.5,22.22,44.44,False
Shahid Afridi,Pace,middle,15,16,2,2,106.67,7.5,13.33,13.33,False
Shahid Afridi,Pace,powerplay,14,33,1,5,235.71,14.0,7.14,35.71,False
Shahid Afridi,Spin,death,1,0,0,0,0.0,,0.0,0.0,False
Shahid Afridi,Spin,middle,3,0,2,0,0.0,1.5,66.67,0.0,False
Shahid Afridi,Spin,powerplay,4,10,1,2,250.0,4.0,25.0,50.0,False
Shakib Al Hasan,Pace,death,201,286,16,34,142.29,12.6,7.96,16.92,True
Shakib Al Hasan,Pace,middle,161,190,8,23,118.01,20.1,4.97,14.29,True
Shakib Al Hasan,Pace,powerplay,33,35,0,6,106.06,,0.0,18.18,True
Shakib Al Hasan,Spin,death,34,43,4,5,126.47,8.5,11.76,14.71,True
Shakib Al Hasan,Spin,middle,205,239,7,26,116.59,29.3,3.41,12.68,True
Shakib Al Hasan,Spin,powerplay,5,2,1,0,40.0,5.0,20.0,0.0,False
Shashank Singh,Pace,death,211,426,8,61,201.9,26.4,3.79,28.91,True
Shashank Singh,Pace,middle,106,124,8,14,116.98,13.2,7.55,13.21,True
Shashank Singh,Pace,powerplay,24,33,1,6,137.5,24.0,4.17,25.0,False
Shashank Singh,Spin,death,49,84,3,10,171.43,16.3,6.12,20.41,True
Shashank Singh,Spin,middle,167,235,2,27,140.72,83.5,1.2,16.17,True
Shashank Singh,Spin,powerplay,1,1,0,0,100.0,,0.0,0.0,False
Shashank Singh,Unknown,death,2,2,0,0,100.0,,0.0,0.0,False
Shivam Mavi,Pace,death,40,42,5,6,105.0,8.0,12.5,15.0,True
Shivam Mavi,Pace,middle,2,2,0,0,100.0,,0.0,0.0,False
Shivam Mavi,Spin,death,11,6,4,0,54.55,2.8,36.36,0.0,False
Shivam Mavi,Spin,middle,3,1,0,0,33.33,,0.0,0.0,False
Shivam Sharma,Pace,death,3,5,1,1,166.67,3.0,33.33,33.33,False
Shivam Singh,Pace,death,3,2,0,0,66.67,,0.0,0.0,False
Shivang Kumar,Pace,death,16,29,4,6,181.25,4.0,25.0,37.5,False
Shivang Kumar,Pace,middle,6,4,1,0,66.67,6.0,16.67,0.0,False
Shivang Kumar,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
Shivang Kumar,Spin,middle,4,4,0,0,100.0,,0.0,0.0,False
Shivang Kumar,Unknown,death,12,11,1,1,91.67,12.0,8.33,8.33,False
Shivang Kumar,Unknown,middle,7,4,0,0,57.14,,0.0,0.0,False
Shoaib Ahmed,Pace,death,4,0,1,0,0.0,4.0,25.0,0.0,False
Shoaib Ahmed,Spin,middle,2,1,0,0,50.0,,0.0,0.0,False
Shoaib Akhtar,Pace,death,2,0,1,0,0.0,2.0,50.0,0.0,False
Shoaib Akhtar,Pace,middle,5,2,0,0,40.0,,0.0,0.0,False
Shoaib Malik,Pace,death,7,8,2,1,114.29,3.5,28.57,14.29,False
Shoaib Malik,Pace,middle,22,23,2,1,104.55,11.0,9.09,4.55,False
Shoaib Malik,Pace,powerplay,13,17,0,3,130.77,,0.0,23.08,False
Shoaib Malik,Spin,middle,5,4,0,0,80.0,,0.0,0.0,False
Shubman Gill,Pace,death,218,327,18,38,150.0,12.1,8.26,17.43,True
Shubman Gill,Pace,middle,487,691,18,77,141.89,27.1,3.7,15.81,True
Shubman Gill,Pace,powerplay,1275,1719,36,268,134.82,35.4,2.82,21.02,True
Shubman Gill,Spin,death,84,141,3,18,167.86,28.0,3.57,21.43,True
Shubman Gill,Spin,middle,879,1325,23,144,150.74,38.2,2.62,16.38,True
Shubman Gill,Spin,powerplay,220,294,2,41,133.64,110.0,0.91,18.64,True
Shubman Gill,Unknown,death,2,6,1,1,300.0,2.0,50.0,50.0,False
Shubman Gill,Unknown,middle,47,64,0,7,136.17,,0.0,14.89,True
Shubman Gill,Unknown,powerplay,24,31,1,4,129.17,24.0,4.17,16.67,False
Sikandar Raza,Pace,death,25,43,0,5,172.0,,0.0,20.0,False
Sikandar Raza,Pace,middle,41,41,4,5,100.0,10.2,9.76,12.2,True
Sikandar Raza,Pace,powerplay,9,8,0,0,88.89,,0.0,0.0,False
Sikandar Raza,Spin,death,9,4,3,0,44.44,3.0,33.33,0.0,False
Sikandar Raza,Spin,middle,52,86,0,10,165.38,,0.0,19.23,True
Simarjeet Singh,Pace,death,11,8,1,0,72.73,11.0,9.09,0.0,False
Simarjeet Singh,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
Simarjeet Singh,Spin,middle,3,2,1,0,66.67,3.0,33.33,0.0,False
Sohail Tanvir,Pace,death,11,12,1,0,109.09,11.0,9.09,0.0,False
Sohail Tanvir,Pace,middle,10,11,1,2,110.0,10.0,10.0,20.0,False
Sohail Tanvir,Pace,powerplay,8,13,1,2,162.5,8.0,12.5,25.0,False
Sumit Kumar,Pace,death,7,2,1,0,28.57,7.0,14.29,0.0,False
Sumit Kumar,Spin,death,3,0,1,0,0.0,3.0,33.33,0.0,False
Sumit Kumar,Spin,middle,12,16,0,3,133.33,,0.0,25.0,False
Sumit Kumar,Spin,powerplay,2,0,0,0,0.0,,0.0,0.0,False
Sunny Gupta,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
Sunny Singh,Pace,death,9,7,1,1,77.78,9.0,11.11,11.11,False
Sunny Singh,Pace,middle,2,1,0,0,50.0,,0.0,0.0,False
Sunny Singh,Pace,powerplay,6,11,0,2,183.33,,0.0,33.33,False
Sunny Singh,Spin,middle,12,20,2,3,166.67,6.0,16.67,25.0,False
Sunny Singh,Spin,powerplay,2,4,0,1,200.0,,0.0,50.0,False
Suryansh Shedge,Pace,death,26,41,3,6,157.69,8.7,11.54,23.08,False
Suryansh Shedge,Pace,middle,17,17,2,1,100.0,8.5,11.76,5.88,False
Suryansh Shedge,Pace,powerplay,9,16,0,3,177.78,,0.0,33.33,False
Suryansh Shedge,Spin,death,3,2,0,0,66.67,,0.0,0.0,False
Suryansh Shedge,Spin,middle,37,69,2,8,186.49,18.5,5.41,21.62,True
Suryansh Shedge,Unknown,middle,9,20,0,3,222.22,,0.0,33.33,False
Swapnil Singh,Pace,death,15,23,4,3,153.33,3.8,26.67,20.0,False
Swapnil Singh,Pace,middle,9,5,1,0,55.56,9.0,11.11,0.0,False
Swapnil Singh,Spin,death,4,3,0,0,75.0,,0.0,0.0,False
Swapnil Singh,Spin,middle,17,20,0,3,117.65,,0.0,17.65,False
T Banton,Pace,powerplay,20,18,2,2,90.0,10.0,10.0,10.0,False
T Dahiya,Pace,death,8,6,1,1,75.0,8.0,12.5,12.5,False
T Dahiya,Spin,death,4,5,0,1,125.0,,0.0,25.0,False
T Dahiya,Spin,middle,3,1,1,0,33.33,3.0,33.33,0.0,False
T Henderson,Pace,middle,6,9,1,1,150.0,6.0,16.67,16.67,False
T Henderson,Pace,powerplay,10,2,0,0,20.0,,0.0,0.0,False
T Kohler-Cadmore,Pace,middle,2,1,0,0,50.0,,0.0,0.0,False
T Kohler-Cadmore,Pace,powerplay,49,46,2,8,93.88,24.5,4.08,16.33,True
T Kohler-Cadmore,Spin,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
T Kohler-Cadmore,Spin,powerplay,2,1,0,0,50.0,,0.0,0.0,False
T Kohli,Pace,death,5,3,1,0,60.0,5.0,20.0,0.0,False
T Kohli,Pace,powerplay,12,7,1,1,58.33,12.0,8.33,8.33,False
T Kohli,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
T Natarajan,Pace,death,7,4,0,0,57.14,,0.0,0.0,False
T Shamsi,Pace,death,4,2,0,0,50.0,,0.0,0.0,False
T Stubbs,Pace,death,208,396,8,56,190.38,26.0,3.85,26.92,True
T Stubbs,Pace,middle,153,160,4,12,104.58,38.2,2.61,7.84,True
T Stubbs,Pace,powerplay,39,44,2,7,112.82,19.5,5.13,17.95,True
T Stubbs,Spin,death,53,125,1,18,235.85,53.0,1.89,33.96,True
T Stubbs,Spin,middle,161,202,6,17,125.47,26.8,3.73,10.56,True
T Stubbs,Unknown,death,14,25,0,2,178.57,,0.0,14.29,False
T Stubbs,Unknown,middle,19,32,0,4,168.42,,0.0,21.05,False
T Stubbs,Unknown,powerplay,2,2,0,0,100.0,,0.0,0.0,False
T Taibu,Pace,death,8,12,1,1,150.0,8.0,12.5,12.5,False
T Taibu,Pace,middle,10,15,1,2,150.0,10.0,10.0,20.0,False
T Taibu,Spin,middle,8,4,0,0,50.0,,0.0,0.0,False
T Thushara,Pace,death,18,12,1,0,66.67,18.0,5.56,0.0,False
TA Boult,Pace,death,56,60,4,5,107.14,14.0,7.14,8.93,True
TA Boult,Pace,middle,2,1,0,0,50.0,,0.0,0.0,False
TA Boult,Spin,death,20,25,2,3,125.0,10.0,10.0,15.0,False
TA Boult,Spin,middle,7,7,1,1,100.0,7.0,14.29,14.29,False
TD Paine,Pace,powerplay,23,9,2,0,39.13,11.5,8.7,0.0,False
TD Paine,Spin,powerplay,3,1,0,0,33.33,,0.0,0.0,False
TG Southee,Pace,death,79,106,6,11,134.18,13.2,7.59,13.92,True
TG Southee,Pace,middle,14,9,2,1,64.29,7.0,14.29,7.14,False
TG Southee,Spin,death,1,0,0,0,0.0,,0.0,0.0,False
TG Southee,Spin,middle,13,5,2,0,38.46,6.5,15.38,0.0,False
TH David,Pace,death,369,748,20,108,202.71,18.4,5.42,29.27,True
TH David,Pace,middle,105,153,1,21,145.71,105.0,0.95,20.0,True
TH David,Spin,death,63,95,6,11,150.79,10.5,9.52,17.46,True
TH David,Spin,middle,100,129,4,15,129.0,25.0,4.0,15.0,True
TH David,Unknown,middle,13,26,1,4,200.0,13.0,7.69,30.77,False
TK Curran,Pace,death,28,24,2,2,85.71,14.0,7.14,7.14,False
TK Curran,Pace,middle,32,35,1,4,109.38,32.0,3.12,12.5,True
TK Curran,Spin,death,22,45,2,6,204.55,11.0,9.09,27.27,False
TK Curran,Spin,middle,25,23,0,1,92.0,,0.0,4.0,False
TL Seifert,Pace,death,4,2,0,0,50.0,,0.0,0.0,False
TL Seifert,Pace,powerplay,34,43,4,7,126.47,8.5,11.76,20.59,True
TL Seifert,Spin,powerplay,3,0,1,0,0.0,3.0,33.33,0.0,False
TL Suman,Pace,death,82,118,1,13,143.9,82.0,1.22,15.85,True
TL Suman,Pace,middle,132,169,4,19,128.03,33.0,3.03,14.39,True
TL Suman,Pace,powerplay,144,143,12,22,99.31,12.0,8.33,15.28,True
TL Suman,Spin,death,26,26,4,3,100.0,6.5,15.38,11.54,False
TL Suman,Spin,middle,154,178,5,18,115.58,30.8,3.25,11.69,True
TL Suman,Spin,powerplay,37,42,3,6,113.51,12.3,8.11,16.22,True
TM Dilshan,Pace,death,89,159,3,22,178.65,29.7,3.37,24.72,True
TM Dilshan,Pace,middle,208,243,9,33,116.83,23.1,4.33,15.87,True
TM Dilshan,Pace,powerplay,385,406,17,70,105.45,22.6,4.42,18.18,True
TM Dilshan,Spin,death,27,40,1,5,148.15,27.0,3.7,18.52,False
TM Dilshan,Spin,middle,243,223,8,19,91.77,30.4,3.29,7.82,True
TM Dilshan,Spin,powerplay,55,82,1,15,149.09,55.0,1.82,27.27,True
TM Head,Pace,death,47,91,1,11,193.62,47.0,2.13,23.4,True
TM Head,Pace,middle,138,202,8,25,146.38,17.2,5.8,18.12,True
TM Head,Pace,powerplay,468,862,23,163,184.19,20.3,4.91,34.83,True
TM Head,Spin,death,9,9,0,0,100.0,,0.0,0.0,False
TM Head,Spin,middle,149,239,13,28,160.4,11.5,8.72,18.79,True
TM Head,Spin,powerplay,93,138,1,21,148.39,93.0,1.08,22.58,True
TM Head,Unknown,middle,4,5,0,1,125.0,,0.0,25.0,False
TM Head,Unknown,powerplay,7,10,0,1,142.86,,0.0,14.29,False
TM Srivastava,Pace,death,7,6,1,0,85.71,7.0,14.29,0.0,False
TM Srivastava,Pace,middle,4,2,0,0,50.0,,0.0,0.0,False
TR Birt,Pace,death,26,51,2,10,196.15,13.0,7.69,38.46,False
TR Birt,Pace,middle,9,5,1,0,55.56,9.0,11.11,0.0,False
TR Birt,Spin,death,11,9,1,1,81.82,11.0,9.09,9.09,False
TR Birt,Spin,middle,12,10,1,0,83.33,12.0,8.33,0.0,False
TS Mills,Pace,death,9,6,3,1,66.67,3.0,33.33,11.11,False
TS Mills,Pace,middle,5,2,1,0,40.0,5.0,20.0,0.0,False
TU Deshpande,Pace,death,28,36,3,4,128.57,9.3,10.71,14.29,False
TU Deshpande,Pace,middle,1,0,0,0,0.0,,0.0,0.0,False
TU Deshpande,Spin,death,3,3,1,0,100.0,3.0,33.33,0.0,False
TU Deshpande,Unknown,death,4,15,0,2,375.0,,0.0,50.0,False
Tanush Kotian,Pace,middle,4,5,0,0,125.0,,0.0,0.0,False
Tanush Kotian,Pace,powerplay,20,18,0,3,90.0,,0.0,15.0,False
Tanush Kotian,Spin,middle,7,1,1,0,14.29,7.0,14.29,0.0,False
Tilak Varma,Pace,death,218,427,14,65,195.87,15.6,6.42,29.82,True
Tilak Varma,Pace,middle,356,471,12,63,132.3,29.7,3.37,17.7,True
Tilak Varma,Pace,powerplay,136,163,2,21,119.85,68.0,1.47,15.44,True
Tilak Varma,Spin,death,48,89,2,11,185.42,24.0,4.17,22.92,True
Tilak Varma,Spin,middle,479,646,11,65,134.86,43.5,2.3,13.57,True
Tilak Varma,Spin,powerplay,25,28,2,4,112.0,12.5,8.0,16.0,False
Tilak Varma,Unknown,death,8,27,1,5,337.5,8.0,12.5,62.5,False
Tilak Varma,Unknown,middle,11,6,0,0,54.55,,0.0,0.0,False
Tilak Varma,Unknown,powerplay,3,1,1,0,33.33,3.0,33.33,0.0,False
U Kaul,Pace,death,1,0,0,0,0.0,,0.0,0.0,False
UA Birla,Pace,middle,4,1,0,0,25.0,,0.0,0.0,False
UA Birla,Pace,powerplay,4,2,0,0,50.0,,0.0,0.0,False
UA Birla,Spin,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
UA Birla,Spin,powerplay,5,4,0,1,80.0,,0.0,20.0,False
UBT Chand,Pace,death,12,22,2,4,183.33,6.0,16.67,33.33,False
UBT Chand,Pace,middle,63,60,4,6,95.24,15.8,6.35,9.52,True
UBT Chand,Pace,powerplay,126,104,7,18,82.54,18.0,5.56,14.29,True
UBT Chand,Spin,death,6,8,1,1,133.33,6.0,16.67,16.67,False
UBT Chand,Spin,middle,77,90,4,11,116.88,19.2,5.19,14.29,True
UBT Chand,Spin,powerplay,16,16,2,1,100.0,8.0,12.5,6.25,False
UT Khawaja,Pace,middle,8,8,0,1,100.0,,0.0,12.5,False
UT Khawaja,Pace,powerplay,61,83,1,13,136.07,61.0,1.64,21.31,True
UT Khawaja,Spin,middle,17,12,2,0,70.59,8.5,11.76,0.0,False
UT Khawaja,Spin,powerplay,14,24,1,3,171.43,14.0,7.14,21.43,False
UT Yadav,Pace,death,163,188,13,22,115.34,12.5,7.98,13.5,True
UT Yadav,Pace,middle,6,1,0,0,16.67,,0.0,0.0,False
UT Yadav,Spin,death,25,17,4,3,68.0,6.2,16.0,12.0,False
UT Yadav,Spin,middle,7,2,1,0,28.57,7.0,14.29,0.0,False
Umar Gul,Pace,death,17,38,2,6,223.53,8.5,11.76,35.29,False
Umar Gul,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
Umran Malik,Pace,death,14,23,0,3,164.29,,0.0,21.43,False
Umran Malik,Spin,death,2,0,1,0,0.0,2.0,50.0,0.0,False
Urvil Patel,Pace,middle,15,24,1,4,160.0,15.0,6.67,26.67,False
Urvil Patel,Pace,powerplay,49,84,5,12,171.43,9.8,10.2,24.49,True
Urvil Patel,Spin,middle,13,29,3,5,223.08,4.3,23.08,38.46,False
Urvil Patel,Spin,powerplay,8,19,1,3,237.5,8.0,12.5,37.5,False
Urvil Patel,Unknown,powerplay,11,41,0,7,372.73,,0.0,63.64,False
V Kohli,Pace,death,627,1197,46,164,190.91,13.6,7.34,26.16,True
V Kohli,Pace,middle,1450,1895,54,204,130.69,26.9,3.72,14.07,True
V Kohli,Pace,powerplay,2143,2853,62,451,133.13,34.6,2.89,21.05,True
V Kohli,Spin,death,208,376,11,48,180.77,18.9,5.29,23.08,True
V Kohli,Spin,middle,1946,2375,36,222,122.05,54.1,1.85,11.41,True
V Kohli,Spin,powerplay,538,623,13,73,115.8,41.4,2.42,13.57,True
V Kohli,Unknown,middle,11,16,0,1,145.45,,0.0,9.09,False
V Kohli,Unknown,powerplay,7,11,0,1,157.14,,0.0,14.29,False
V Nigam,Pace,death,38,64,3,11,168.42,12.7,7.89,28.95,True
V Nigam,Pace,middle,7,5,0,0,71.43,,0.0,0.0,False
V Nigam,Spin,death,9,20,0,3,222.22,,0.0,33.33,False
V Nigam,Spin,middle,26,48,1,8,184.62,26.0,3.85,30.77,False
V Nigam,Spin,powerplay,8,20,0,4,250.0,,0.0,50.0,False
V Nigam,Unknown,death,1,0,1,0,0.0,1.0,100.0,0.0,False
V Pratap Singh,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
V Sehwag,Pace,death,22,34,3,6,154.55,7.3,13.64,27.27,False
V Sehwag,Pace,middle,306,578,16,89,188.89,19.1,5.23,29.08,True
V Sehwag,Pace,powerplay,1016,1449,52,253,142.62,19.5,5.12,24.9,True
V Sehwag,Spin,death,13,39,1,7,300.0,13.0,7.69,53.85,False
V Sehwag,Spin,middle,309,484,16,62,156.63,19.3,5.18,20.06,True
V Sehwag,Spin,powerplay,89,144,4,23,161.8,22.2,4.49,25.84,True
V Shankar,Pace,death,245,406,18,50,165.71,13.6,7.35,20.41,True
V Shankar,Pace,middle,207,269,8,30,129.95,25.9,3.86,14.49,True
V Shankar,Pace,powerplay,109,100,4,13,91.74,27.2,3.67,11.93,True
V Shankar,Spin,death,65,109,2,11,167.69,32.5,3.08,16.92,True
V Shankar,Spin,middle,301,321,12,27,106.64,25.1,3.99,8.97,True
V Shankar,Spin,powerplay,21,27,1,5,128.57,21.0,4.76,23.81,False
V Shankar,Unknown,middle,2,1,1,0,50.0,2.0,50.0,0.0,False
V Suryavanshi,Pace,death,7,16,1,3,228.57,7.0,14.29,42.86,False
V Suryavanshi,Pace,middle,60,157,4,26,261.67,15.0,6.67,43.33,True
V Suryavanshi,Pace,powerplay,248,548,9,98,220.97,27.6,3.63,39.52,True
V Suryavanshi,Spin,death,3,13,0,2,433.33,,0.0,66.67,False
V Suryavanshi,Spin,middle,58,98,5,13,168.97,11.6,8.62,22.41,True
V Suryavanshi,Spin,powerplay,27,65,1,12,240.74,27.0,3.7,44.44,False
V Suryavanshi,Unknown,middle,28,79,2,14,282.14,14.0,7.14,50.0,False
V Suryavanshi,Unknown,powerplay,18,52,1,9,288.89,18.0,5.56,50.0,False
V Viyaskanth,Pace,death,3,5,0,0,166.67,,0.0,0.0,False
V Viyaskanth,Spin,death,2,2,0,0,100.0,,0.0,0.0,False
VG Arora,Pace,death,18,9,2,0,50.0,9.0,11.11,0.0,False
VG Arora,Pace,middle,7,0,1,0,0.0,7.0,14.29,0.0,False
VG Arora,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
VH Zol,Pace,powerplay,17,20,1,3,117.65,17.0,5.88,17.65,False
VH Zol,Spin,middle,5,7,1,1,140.0,5.0,20.0,20.0,False
VH Zol,Spin,powerplay,4,2,0,0,50.0,,0.0,0.0,False
VR Aaron,Pace,death,62,44,3,4,70.97,20.7,4.84,6.45,True
VR Aaron,Pace,middle,1,0,0,0,0.0,,0.0,0.0,False
VR Aaron,Spin,death,9,6,0,0,66.67,,0.0,0.0,False
VR Iyer,Pace,death,115,206,8,32,179.13,14.4,6.96,27.83,True
VR Iyer,Pace,middle,230,337,7,41,146.52,32.9,3.04,17.83,True
VR Iyer,Pace,powerplay,420,579,18,96,137.86,23.3,4.29,22.86,True
VR Iyer,Spin,death,18,9,4,0,50.0,4.5,22.22,0.0,False
VR Iyer,Spin,middle,308,415,11,46,134.74,28.0,3.57,14.94,True
VR Iyer,Spin,powerplay,73,90,4,13,123.29,18.2,5.48,17.81,True
VR Iyer,Unknown,death,2,2,0,0,100.0,,0.0,0.0,False
VR Iyer,Unknown,middle,9,17,0,3,188.89,,0.0,33.33,False
VR Iyer,Unknown,powerplay,6,22,0,4,366.67,,0.0,66.67,False
VRV Singh,Pace,death,3,4,1,1,133.33,3.0,33.33,33.33,False
VS Malik,Pace,death,7,7,1,1,100.0,7.0,14.29,14.29,False
VS Yeligati,Pace,death,2,2,0,0,100.0,,0.0,0.0,False
VVS Laxman,Pace,death,6,3,1,0,50.0,6.0,16.67,0.0,False
VVS Laxman,Pace,middle,35,41,2,4,117.14,17.5,5.71,11.43,True
VVS Laxman,Pace,powerplay,163,165,6,25,101.23,27.2,3.68,15.34,True
VVS Laxman,Spin,middle,38,51,4,6,134.21,9.5,10.53,15.79,True
VVS Laxman,Spin,powerplay,25,22,1,3,88.0,25.0,4.0,12.0,False
VY Mahesh,Pace,death,19,12,2,0,63.16,9.5,10.53,0.0,False
VY Mahesh,Pace,middle,3,1,0,0,33.33,,0.0,0.0,False
VY Mahesh,Spin,middle,5,2,0,0,40.0,,0.0,0.0,False
Vijaykumar Vyshak,Pace,death,11,12,2,1,109.09,5.5,18.18,9.09,False
Vijaykumar Vyshak,Spin,death,4,3,0,0,75.0,,0.0,0.0,False
Vijaykumar Vyshak,Unknown,death,1,1,0,0,100.0,,0.0,0.0,False
Virat Singh,Pace,middle,9,8,1,1,88.89,9.0,11.11,11.11,False
Virat Singh,Pace,powerplay,2,0,0,0,0.0,,0.0,0.0,False
Virat Singh,Spin,middle,15,7,1,0,46.67,15.0,6.67,0.0,False
Vishnu Vinod,Pace,death,19,27,2,3,142.11,9.5,10.53,15.79,False
Vishnu Vinod,Pace,middle,17,26,1,3,152.94,17.0,5.88,17.65,False
Vishnu Vinod,Pace,powerplay,19,9,2,1,47.37,9.5,10.53,5.26,False
Vishnu Vinod,Spin,middle,8,8,0,1,100.0,,0.0,12.5,False
Vishnu Vinod,Spin,powerplay,2,1,0,0,50.0,,0.0,0.0,False
Vivrant Sharma,Pace,middle,9,19,1,3,211.11,9.0,11.11,33.33,False
Vivrant Sharma,Pace,powerplay,19,18,0,3,94.74,,0.0,15.79,False
Vivrant Sharma,Spin,middle,14,23,0,3,164.29,,0.0,21.43,False
Vivrant Sharma,Spin,powerplay,5,9,0,2,180.0,,0.0,40.0,False
W Jaffer,Pace,middle,24,44,1,6,183.33,24.0,4.17,25.0,False
W Jaffer,Pace,powerplay,85,72,5,9,84.71,17.0,5.88,10.59,True
W Jaffer,Spin,middle,8,9,1,1,112.5,8.0,12.5,12.5,False
W Jaffer,Spin,powerplay,4,5,0,1,125.0,,0.0,25.0,False
WA Mota,Pace,death,19,19,2,1,100.0,9.5,10.53,5.26,False
WA Mota,Pace,middle,17,13,0,1,76.47,,0.0,5.88,False
WA Mota,Spin,death,8,4,2,0,50.0,4.0,25.0,0.0,False
WA Mota,Spin,middle,31,20,1,0,64.52,31.0,3.23,0.0,True
WD Parnell,Pace,death,31,26,5,2,83.87,6.2,16.13,6.45,True
WD Parnell,Pace,middle,3,3,0,0,100.0,,0.0,0.0,False
WD Parnell,Pace,powerplay,8,2,1,0,25.0,8.0,12.5,0.0,False
WD Parnell,Spin,death,27,23,1,1,85.19,27.0,3.7,3.7,False
WD Parnell,Spin,middle,5,2,0,0,40.0,,0.0,0.0,False
WD Parnell,Spin,powerplay,6,9,0,2,150.0,,0.0,33.33,False
WG Jacks,Pace,death,16,36,1,5,225.0,16.0,6.25,31.25,False
WG Jacks,Pace,middle,69,127,6,21,184.06,11.5,8.7,30.43,True
WG Jacks,Pace,powerplay,101,160,5,25,158.42,20.2,4.95,24.75,True
WG Jacks,Spin,death,9,37,0,6,411.11,,0.0,66.67,False
WG Jacks,Spin,middle,118,145,6,15,122.88,19.7,5.08,12.71,True
WG Jacks,Spin,powerplay,43,59,1,10,137.21,43.0,2.33,23.26,True
WG Jacks,Unknown,middle,12,19,1,2,158.33,12.0,8.33,16.67,False
WG Jacks,Unknown,powerplay,11,19,0,4,172.73,,0.0,36.36,False
WP Saha,Pace,death,290,460,18,54,158.62,16.1,6.21,18.62,True
WP Saha,Pace,middle,331,362,14,37,109.37,23.6,4.23,11.18,True
WP Saha,Pace,powerplay,893,1197,43,203,134.04,20.8,4.82,22.73,True
WP Saha,Spin,death,63,97,3,10,153.97,21.0,4.76,15.87,True
WP Saha,Spin,middle,569,626,21,50,110.02,27.1,3.69,8.79,True
WP Saha,Spin,powerplay,154,192,11,29,124.68,14.0,7.14,18.83,True
WPUJC Vaas,Pace,death,45,51,5,4,113.33,9.0,11.11,8.89,True
WPUJC Vaas,Pace,middle,5,5,0,0,100.0,,0.0,0.0,False
