batter,bowling_type,phase,balls_faced,runs_scored,dismissals,boundaries,strike_rate,balls_per_dismissal,dismissal_pct,boundary_pct,sufficient_sample
DB Ravi Teja,Pace,death,106,152,10,20,143.4,10.6,9.43,18.87,True
DB Ravi Teja,Pace,middle,72,74,2,7,102.78,36.0,2.78,9.72,True
DB Ravi Teja,Pace,powerplay,53,46,2,6,86.79,26.5,3.77,11.32,True
DB Ravi Teja,Spin,death,16,17,3,1,106.25,5.3,18.75,6.25,False
DB Ravi Teja,Spin,middle,65,79,1,9,121.54,65.0,1.54,13.85,True
DB Ravi Teja,Spin,powerplay,5,7,0,1,140.0,,0.0,20.0,False
DE Bollinger,Pace,death,11,10,1,1,90.91,11.0,9.09,9.09,False
DE Bollinger,Spin,death,12,11,0,1,91.67,,0.0,8.33,False
DG Nalkande,Pace,death,1,0,0,0,0.0,,0.0,0.0,False
DG Nalkande,Spin,middle,11,12,1,1,109.09,11.0,9.09,9.09,False
DH Yagnik,Pace,death,50,68,3,10,136.0,16.7,6.0,20.0,True
DH Yagnik,Pace,middle,25,34,1,5,136.0,25.0,4.0,20.0,False
DH Yagnik,Spin,death,25,28,1,3,112.0,25.0,4.0,12.0,False
DH Yagnik,Spin,middle,37,40,4,7,108.11,9.2,10.81,18.92,True
DJ Bravo,Pace,death,437,780,32,99,178.49,13.7,7.32,22.65,True
DJ Bravo,Pace,middle,274,243,12,26,88.69,22.8,4.38,9.49,True
DJ Bravo,Pace,powerplay,92,92,5,15,100.0,18.4,5.43,16.3,True
DJ Bravo,Spin,death,85,129,6,14,151.76,14.2,7.06,16.47,True
DJ Bravo,Spin,middle,298,285,12,27,95.64,24.8,4.03,9.06,True
DJ Bravo,Spin,powerplay,18,31,0,5,172.22,,0.0,27.78,False
DJ Harris,Pace,middle,5,4,0,0,80.0,,0.0,0.0,False
DJ Harris,Pace,powerplay,50,48,2,8,96.0,25.0,4.0,16.0,True
DJ Harris,Spin,middle,32,50,1,7,156.25,32.0,3.12,21.88,True
DJ Harris,Spin,powerplay,14,9,0,1,64.29,,0.0,7.14,False
DJ Hooda,Pace,death,252,375,24,43,148.81,10.5,9.52,17.06,True
DJ Hooda,Pace,middle,298,387,12,44,129.87,24.8,4.03,14.77,True
DJ Hooda,Pace,powerplay,143,138,7,20,96.5,20.4,4.9,13.99,True
DJ Hooda,Spin,death,68,91,8,9,133.82,8.5,11.76,13.24,True
DJ Hooda,Spin,middle,388,479,22,41,123.45,17.6,5.67,10.57,True
DJ Hooda,Spin,powerplay,21,26,1,3,123.81,21.0,4.76,14.29,False
DJ Hooda,Unknown,middle,3,1,1,0,33.33,3.0,33.33,0.0,False
DJ Hussey,Pace,death,191,361,14,48,189.01,13.6,7.33,25.13,True
DJ Hussey,Pace,middle,409,412,13,41,100.73,31.5,3.18,10.02,True
DJ Hussey,Pace,powerplay,106,123,2,21,116.04,53.0,1.89,19.81,True
DJ Hussey,Spin,death,42,49,1,4,116.67,42.0,2.38,9.52,True
DJ Hussey,Spin,middle,318,366,12,35,115.09,26.5,3.77,11.01,True
DJ Hussey,Spin,powerplay,9,11,0,1,122.22,,0.0,11.11,False
DJ Jacobs,Pace,middle,7,9,1,1,128.57,7.0,14.29,14.29,False
DJ Jacobs,Pace,powerplay,67,65,4,11,97.01,16.8,5.97,16.42,True
DJ Jacobs,Spin,powerplay,24,18,2,2,75.0,12.0,8.33,8.33,False
DJ Malan,Pace,middle,8,13,0,2,162.5,,0.0,25.0,False
DJ Malan,Pace,powerplay,2,1,0,0,50.0,,0.0,0.0,False
DJ Malan,Spin,middle,16,12,1,0,75.0,16.0,6.25,0.0,False
DJ Mitchell,Pace,death,36,44,2,3,122.22,18.0,5.56,8.33,True
DJ Mitchell,Pace,middle,69,92,6,10,133.33,11.5,8.7,14.49,True
DJ Mitchell,Pace,powerplay,66,77,2,10,116.67,33.0,3.03,15.15,True
DJ Mitchell,Spin,death,2,2,0,0,100.0,,0.0,0.0,False
DJ Mitchell,Spin,middle,82,116,3,12,141.46,27.3,3.66,14.63,True
DJ Mitchell,Spin,powerplay,12,20,0,3,166.67,,0.0,25.0,False
DJ Muthuswami,Pace,death,3,1,0,0,33.33,,0.0,0.0,False
DJ Thornely,Pace,middle,24,30,1,4,125.0,24.0,4.17,16.67,False
DJ Thornely,Pace,powerplay,19,4,0,0,21.05,,0.0,0.0,False
DJ Thornely,Spin,middle,9,5,1,0,55.56,9.0,11.11,0.0,False
DJ Thornely,Spin,powerplay,1,0,0,0,0.0,,0.0,0.0,False
DJ Willey,Pace,death,9,13,0,2,144.44,,0.0,22.22,False
DJ Willey,Pace,middle,5,8,0,1,160.0,,0.0,20.0,False
DJ Willey,Pace,powerplay,11,6,0,1,54.55,,0.0,9.09,False
DJ Willey,Spin,death,13,11,0,1,84.62,,0.0,7.69,False
DJ Willey,Spin,middle,24,15,2,2,62.5,12.0,8.33,8.33,False
DJG Sammy,Pace,death,65,112,8,15,172.31,8.1,12.31,23.08,True
DJG Sammy,Pace,middle,68,80,2,8,117.65,34.0,2.94,11.76,True
DJG Sammy,Pace,powerplay,3,8,0,2,266.67,,0.0,66.67,False
DJG Sammy,Spin,death,31,24,2,2,77.42,15.5,6.45,6.45,True
DJG Sammy,Spin,middle,72,71,2,6,98.61,36.0,2.78,8.33,True
DJG Sammy,Spin,powerplay,2,0,0,0,0.0,,0.0,0.0,False
DJM Short,Pace,middle,23,39,1,6,169.57,23.0,4.35,26.09,False
DJM Short,Pace,powerplay,27,27,1,4,100.0,27.0,3.7,14.81,False
DJM Short,Spin,middle,16,26,2,4,162.5,8.0,12.5,25.0,False
DJM Short,Spin,powerplay,33,23,1,2,69.7,33.0,3.03,6.06,True
DL Chahar,Pace,death,46,62,3,7,134.78,15.3,6.52,15.22,True
DL Chahar,Pace,middle,18,31,2,4,172.22,9.0,11.11,22.22,False
DL Chahar,Spin,death,12,11,2,1,91.67,6.0,16.67,8.33,False
DL Chahar,Spin,middle,21,30,2,3,142.86,10.5,9.52,14.29,False
DL Chahar,Unknown,death,6,8,1,2,133.33,6.0,16.67,33.33,False
DL Vettori,Pace,death,51,67,2,8,131.37,25.5,3.92,15.69,True
DL Vettori,Pace,middle,29,29,2,4,100.0,14.5,6.9,13.79,False
DL Vettori,Spin,death,8,7,0,0,87.5,,0.0,0.0,False
DL Vettori,Spin,middle,25,18,2,1,72.0,12.5,8.0,4.0,False
DM Bravo,Pace,death,5,6,0,1,120.0,,0.0,20.0,False
DNT Zoysa,Pace,death,8,10,1,1,125.0,8.0,12.5,12.5,False
DNT Zoysa,Spin,middle,1,1,0,0,100.0,,0.0,0.0,False
